source_id,ra,dec
66942635880833280,57.223176341975055,25.35135856021651
66942635883027200,57.20688470097355,25.35556881560064
66942635884669568,57.22328493188913,25.351566808748814
66942665946017280,57.04026111195372,25.21517439987105
66942670242692608,57.03390527723914,25.20958180736734
66942670244424704,57.040738027352376,25.20211486007223
66942700305763840,57.04691637449831,25.220783442139542
66942734665497728,57.03643660917441,25.217571150836392
66942734665502848,57.02903763836968,25.220576605240996
66942734665506432,57.03629833321512,25.223672158028613
66942734665507712,57.02454257137153,25.224630773959436
66942738960108032,57.024886777622605,25.22476278879264
66942738962162176,57.03667716351137,25.223158824883
66942769025259264,57.04236276238959,25.233721515932107
66942773319842432,57.04300526470689,25.237379788946093
66942773322262016,57.04281454621358,25.23529802551053
66942803385001472,57.06162918903882,25.235586081982238
66942807679578752,57.05994230179909,25.23439708957015
66942872104479744,57.055620864596726,25.23745714558627
66942876402851328,57.050940246087514,25.238697598234523
66942906464231168,57.06229069192587,25.247667550588517
66942906464243456,57.0572757246652,25.25506381859111
66942906464244736,57.0670102623775,25.255751441344884
66942906464245248,57.05949148443097,25.2560221880335
66942910762588928,57.06457646223445,25.243313086602914
66942910763389824,57.06299783857043,25.25158193668672
66942975183700352,57.03702604760036,25.241970182165534
66942975183704448,57.033169245141174,25.244823881039718
66942975183709568,57.027165951188735,25.24668323728912
66942975183712256,57.03042028582872,25.249613878474744
66942979478271360,57.02769986901004,25.248817949836713
66942979482067712,57.021498602049064,25.24230741044998
66943009543439104,57.00177176551576,25.242230160596133
66943009543443200,57.005407893122744,25.245449139077653
66943013841807360,57.01054260910697,25.235033745951014
66943013842609024,56.99951392664618,25.24109366974198
66943043903189120,57.02606336996244,25.249651119412768
66943043903199488,57.01729043778202,25.25710568029288
66943048201543296,57.015165922684524,25.255527046494056
66943048201543936,57.020353588360926,25.245814235489245
66943078262923648,57.04041059075581,25.247192502779143
66943082559622016,57.03523710958202,25.25036543978287
66943112622680576,57.0467770430464,25.259527694780992
66943116919286272,57.04919182222145,25.2635423918927
66943146982421248,57.02908514435965,25.261442866221884
66943151279024256,57.026661164705196,25.255661245658512
66943151280757888,57.034753970759006,25.256577151395103
66943185636696448,57.04029570849889,25.274654455669896
66943185640494080,57.043813698529625,25.27864577019419
66943185640494976,57.04110399534587,25.269432680534482
66943185641296640,57.04553925028952,25.27312342691492
66943215701876224,57.08256514743161,25.247398961365455
66943215701887488,57.08917268072681,25.254098776051663
66943254358238336,57.08837981733733,25.261877442508503
66943288715909504,57.07526091864349,25.263672139475783
66943288717976832,57.07867589609151,25.261053789778796
66943288717977472,57.07205051618573,25.264596028438504
66943288719708928,57.07459048456538,25.2659358306958
66943288719709952,57.075159916883806,25.255133479249665
66943318781131904,57.089645924275544,25.27318158793867
66943323079446400,57.09179223946039,25.27197719848409
66943387500620928,57.12223894086473,25.28216162097288
66943391795116928,57.116673062707974,25.286807085001083
66943456220121216,57.10335934147133,25.298473340282282
66943524939577984,57.07788962437408,25.28454968390168
66943529237876992,57.066526822237215,25.28096608429822
66943559299310080,57.05922335731357,25.281293603854824
66943559299310592,57.043954569566424,25.28141760218135
66943559299314560,57.05348134454425,25.28415092586783
66943563595918720,57.05272713610904,25.28057156985535
66943628018795648,57.08463865271407,25.28712977763878
66943666676828288,57.099393749963966,25.29626912349514
66943701036567040,57.07514627756746,25.29875843438937
66943731098043904,57.08300979949321,25.309851560930003
66943731098046208,57.08770914182646,25.31162810985363
66943731098048128,57.08017993663851,25.31328899140875
66943731098056704,57.085469052576045,25.31898781621919
66943735394611712,57.09093466069409,25.313704599704522
66943735396304640,57.08920186677168,25.307367122132547
66943765457690496,56.991826999981264,25.247691343143387
66943765457696640,56.9972861364027,25.251261190512867
66943765457698560,57.00150752908395,25.253103117591177
66943769756050048,57.00589038649789,25.25248238515521
66943799817452544,57.011495204960724,25.26280325084894
66943834177176448,56.98538053123316,25.25354858430505
66943838473157248,56.989476608186905,25.2653750817887
66943868536947456,56.992648059839944,25.274457837360057
66943872835641856,57.000075538757144,25.27825808294257
66943902896679296,57.016796930060266,25.270206462629123
66943937256435328,57.02179128924301,25.283239107372417
66943941553007744,57.027410725969595,25.28187201076632
66943971616169344,57.00254168513787,25.279882920911408
66943975912110336,57.00343090398373,25.27856363720865
66943975912752640,57.0079682690121,25.28737204283362
66944005975927424,57.01394436984927,25.29407062737274
66944010274215168,57.01458872920205,25.29160783392413
66944074695393536,56.98067726771559,25.287408391936353
66944078991325312,56.99448928442846,25.281319537773044
66944078993692928,56.988994305397235,25.28854714463078
66944109055131136,56.967411059369184,25.28628440466445
66944113353432832,56.962496986185116,25.281155184654942
66944143414874752,56.97440031092729,25.290188553908468
66944143414877056,56.97509397603073,25.292299740134606
66944143415937280,56.97071419276219,25.29623477861045
66944147713169920,56.97989707356705,25.29060622142412
66944177774612224,56.995415789583504,25.28928069849071
66944177774623616,56.99902260777988,25.29767354140795
66944182072907392,57.000728301579514,25.294281003885004
66944182072908160,56.9949474422224,25.285348375571154
66944246494111872,56.98449161413137,25.305599647032725
66944246495152512,56.97806086541802,25.305091847857813
66944285149755264,56.9952437151037,25.31156963608524
66944319511859840,57.03298552700352,25.29094570358452
66944319512662656,57.04195607448441,25.290339707273255
66944353872068608,57.051945156685385,25.30284568568007
66944388227534208,57.03440458610711,25.302091882302545
66944388231335680,57.03396841935504,25.301976906465256
66944422589345408,57.04616334321568,25.31583643692493
66944422591073024,57.03204797759779,25.315086368262975
66944456951193984,57.071405177541926,25.31114213762154
66944491308828928,57.08126107954475,25.324331995660895
66944521372035840,57.05091870015988,25.316214665101214
66944521372041344,57.051156321493345,25.32036250288228
66944560027661440,57.06392495064634,25.33499231494705
66944590091501568,57.02487506581053,25.30917249779106
66944590091516800,57.021523991237686,25.319614126013214
66944594385965824,57.01442567701963,25.307793643924338
66944594389765248,57.01509512854955,25.31884350457474
66944624450647424,57.02819548853641,25.327145579216282
66944624451260416,57.02053323052751,25.323271869938182
66944628745699072,57.034445731937005,25.320159247764195
66944628747782784,57.03458500920244,25.31929672183376
66944628747853056,57.03591820072779,25.31978004290527
66944628749502848,57.02846395532614,25.32726166554693
66944628749885696,57.025621881593025,25.319153084235232
66944663107514112,57.004127434418805,25.31926267325076
66944663109241856,57.002130403282855,25.327014434744722
66944697465174144,57.02835623550044,25.335664982211185
66944697466615040,57.0230050809637,25.331199656781347
66944727530482944,57.04136481265517,25.32841640000967
66944727530492544,57.033577521983574,25.334988947170938
66944727530499328,57.0466842921609,25.338660480321597
66944731828716928,57.03853512600014,25.34200139864857
66944731829100672,57.03701516243402,25.33784190523434
66944761890240000,57.05660881670235,25.340529810862698
66944761890244736,57.051507240572285,25.342989886814166
66944761890247424,57.05370340677546,25.34583093693951
66944761890253696,57.053037029051715,25.351899570275542
66944761891232512,57.05059431781288,25.343584354428955
66944800546868352,57.03510127985444,25.34534254465639
66944800548193792,57.038302100997704,25.342484280028764
66944834905567744,57.043131418399255,25.35094799827123
66944834906206592,57.043042846443264,25.35964297092796
66944834906206720,57.03838328441763,25.3596842963308
66944869264584192,57.132203296613326,25.29847859207345
66944903627408128,57.13768418851902,25.307725740782455
66944903627612032,57.13575434151301,25.302666353396624
66944933688875392,57.1230815045092,25.30184479828159
66944937983341696,57.109617558841755,25.30236251586662
66944937983341824,57.116439449862774,25.298735289212715
66944968048631168,57.1223742258477,25.313757377538664
66944968048633216,57.1371797437758,25.315513812315874
66944972344522752,57.131752416360364,25.31304349142679
66944972344528896,57.12351767757412,25.3178204697263
66944972346884096,57.13148076627359,25.316272245369937
66945036768120448,57.16338731090408,25.321556443918798
66945041066558336,57.15749999596734,25.324164678318727
66945071127859840,57.13591820774011,25.323132057338015
66945075426098944,57.141876567561354,25.315997617177196
66945109784187904,57.14914164548406,25.329289382484053
66945109785835648,57.15480636179103,25.330220483603842
66945109786641536,57.151508604517545,25.330999440558102
66945144141770624,57.11497389628474,25.315166053848824
66945144145576960,57.11503014829265,25.315416863067625
66945174207083648,57.12181557166545,25.328998334832043
66945174207094784,57.11862400095795,25.326642969906988
66945556460788352,57.190544318434696,25.351415390087855
66945178502952320,57.11234204394604,25.321313019286233
66945178505313536,57.117847604703194,25.332005602439548
66945178505314688,57.120674632231086,25.320746573504106
66945178505314944,57.109721080500194,25.322635887335128
66945212861247616,57.100853530305535,25.319427335555652
66945247224790400,57.11534644171021,25.333169046863837
66945281584528384,57.12729782764106,25.33244125218978
66945281585334144,57.13330040675635,25.336706496306917
66945311646061696,57.13674014348394,25.345822457534947
66945350302288384,57.114955359917815,25.338981188263666
66945380365555072,57.12642754308602,25.359433338144566
66945384663741952,57.132747773562414,25.357786874373634
66945449085003520,57.18130629130879,25.337160652499133
66945449085014656,57.18957013476205,25.345061836750755
66945453383217920,57.179711693675046,25.342726174555096
66945517804507776,57.17807844593496,25.35874599426899
66945552164242688,57.198808243442,25.356069271013855
66945556462431488,57.190336005197906,25.354876630891432
66945620883730304,57.18479131254095,25.364346083492514
66945655243477760,57.19828436067882,25.371702720592587
66945655243485824,57.18762421333988,25.378383367661552
66945689603191040,57.14881598278648,25.352387066807733
66945689603905024,57.152917832148866,25.35586213832469
66945693899026816,57.15913661597564,25.35434017507007
66945723962945536,57.17135939950444,25.36398494591832
66945728261123200,57.16177465935952,25.3737000136404
66945758322682624,57.13278646656556,25.36307526843539
66945792682432000,57.14674704064809,25.37239558281898
66945796978887936,57.14677242221695,25.37421656941738
66945831338626176,57.170862030308136,25.374036407128123
66945861401916160,57.18116267937332,25.37826229715253
66945861401929856,57.19222578634391,25.38754933814565
66945895761656960,57.15976770912383,25.380013111082878
66945934417834112,57.169633259423044,25.391024051759295
66946003135217536,57.10113291670188,25.34909461009318
66946067560316544,57.090123315135024,25.35525304026332
66946106218248064,57.10618497533385,25.361527595662512
66946106218646016,57.09992673420357,25.35504478448982
66946136285741568,57.11198969004881,25.36701432634796
66946140574157184,57.119989121964565,25.36369519571626
66946140575625472,57.11685565187953,25.363941140960623
66946140577985408,57.11741905493532,25.373694243999736
66946140577985920,57.11304481475229,25.36855819977259
66946140577986176,57.120004412304624,25.36403881635071
66946140578461952,57.11710279276183,25.374233271412773
66946170639540352,57.098969492254014,25.361422240135557
66946174936368896,57.09843128840875,25.362906390391988
66946174937725440,57.09354846953385,25.35743164016197
66946209295741568,57.10055807837716,25.377621508353844
66946243655479296,57.06713959716379,25.356325577598618
66946273718748032,57.07423505437837,25.356836606518904
66946278015225472,57.07074258056895,25.364995799807684
66946308078499840,57.05567777117813,25.366712816092132
66946312374956288,57.054747870828955,25.360825175340246
66946312374995200,57.05552530505574,25.363080209449414
66946312376680064,57.056656549890484,25.361106673835025
66946342438247168,57.07019458724666,25.37480971987983
66946342438256640,57.059925976610096,25.381022961395555
66946346732600064,57.0580737709612,25.376788221411598
66946346736803840,57.059795269463216,25.371381772999566
66946376797982848,57.07937174975703,25.372154829172274
66946376797989760,57.08330679649159,25.37717719417317
66946376797994240,57.08548243567969,25.379867912045707
66946381096155136,57.08275721474144,25.37326681634888
66946411157739136,57.0857652144482,25.38549341680551
66946415452061312,57.099282997533464,25.386975704653214
66946449813910272,57.07607787854153,25.38717147209487
66946484175368832,57.08676491026778,25.390908927675245
66946518533393920,57.133046796707994,25.375490047890683
66946552893203712,57.1368947635038,25.38691920181868
66946582956428288,57.11325115243559,25.383170432833783
66946582956434432,57.10880368688786,25.387399645310204
66946621614320640,57.12626235687172,25.393278873735728
66946651675926144,57.156702311001354,25.39822698050377
66946686035675264,57.15994948104981,25.406308154710256
66946690333795072,57.162117589785424,25.406395064316232
66946690333795968,57.155057956951495,25.404518265390347
66946690334275968,57.16279998175204,25.404403136339997
66946690334774016,57.170126562897195,25.408105446319826
66946724691825536,57.14060950138316,25.415408584892905
66946724693534464,57.14916026048955,25.405061432211742
66946754755164800,57.1522237534118,25.415360012284232
66946754755171584,57.152338474019714,25.424407081448784
66946759050915200,57.145632482857756,25.417006126528033
66946759053271296,57.15378522949948,25.42172590987304
66946759053271552,57.15451355185673,25.416346594101935
66946789114871424,57.108827325951175,25.39219718353768
66947137008748928,57.29733879009638,25.30768774758478
66946789114880256,57.11271672481448,25.39917805169176
66946793413013120,57.112785732832556,25.39283805975245
66946827772750080,57.12091935760328,25.411086989893345
66946857834368768,57.08843237310136,25.40918942396152
66946892194125184,57.10608385058744,25.424020673395855
66946926553847296,57.12733425032561,25.410158784230855
66946930851964160,57.12553244424002,25.42247417326084
66946930851964288,57.13414530143393,25.4167144657168
66946960913598464,57.13580962645873,25.4207782255122
66946960913605376,57.14695394391168,25.425906448939585
66946999569732608,57.1251194628281,25.42595883379903
66947033931177856,57.125632019030526,25.441961847822032
66947063998546560,57.30449936445657,25.28319537649112
66947068289582464,57.29609478301986,25.291541925828483
66947102650846464,57.31934663881352,25.304365438193273
66947132712131712,57.28899336307537,25.30092202290874
66947132712137600,57.300009803041995,25.305327222836457
66947171366989312,57.29955207968094,25.315388669322523
66947171370324480,57.30466847974217,25.306204586914124
66947205730057728,57.331844757199406,25.314402651647665
66947205730060160,57.328243285662516,25.305287409274975
66947240087472000,57.33261618092185,25.321502775844635
66947274446194688,57.311142867963724,25.32655017183633
66947308806944000,57.32957881068095,25.335925570773682
66947338870573568,57.28885144449846,25.309242938514203
66947377526421760,57.29436105116109,25.333495056321688
66947377528750592,57.29146742114743,25.329840838361022
66947407590064512,57.27568821899076,25.319057174091753
66947407590077952,57.27189775088753,25.328569744291666
66947441949814400,57.285382939044666,25.32685217917498
66947441949831680,57.28171970924919,25.338426112410737
66947441949833088,57.27975980348807,25.338889742329147
66947510669315712,57.31482482938973,25.342142512883026
66947510669317760,57.30619670416651,25.344541807952172
66947514967699840,57.3148376000984,25.346620681470327
66947824203012992,57.35162091134559,25.364517078216004
66947514968396416,57.31446874167403,25.35318655523892
66947549327440000,57.30076990558262,25.342027060705718
66947549327441280,57.292182923263816,25.33594871368612
66947613748502528,57.348599011592995,25.32401401005277
66947613748514304,57.35533436689188,25.33257752706413
66947613748530176,57.34895058158183,25.34294117732525
66947618047611008,57.35447255972817,25.338338735843543
66947682467999232,57.33964752955951,25.337249374703863
66947686765524608,57.345449745411315,25.34170919911316
66947751187501312,57.37810513859322,25.357358426423808
66947755483999104,57.37878298176602,25.357253413320503
66947755485862400,57.36759684779982,25.356802312215812
66947755485863040,57.370907375481025,25.3511199745663
66947755485863552,57.36457690733635,25.35364924186249
66947755486562432,57.37045423585995,25.356433439538755
66947785547257856,57.381933763023824,25.371933874225245
66947789843114112,57.37957381749519,25.364201338593517
66947824205643648,57.356976329036364,25.370456500131546
66947888626449408,57.32886838307956,25.35343930869922
66947892922491392,57.326497663257555,25.359026233193134
66947922986198400,57.33145432162219,25.360904107200607
66947961644295168,57.31429630953397,25.368764894801537
66947991705705216,57.32621686534583,25.384392189270745
66947996004256000,57.31718511954354,25.376109317189265
66948026065436416,57.35380711830462,25.37876077073075
66948030363766784,57.35261657939725,25.376501262961888
66948060425179904,57.366166128180005,25.38314253004271
66948064723503232,57.35692489462735,25.38076916127947
66948099083240192,57.34107592413156,25.392087639581266
66948099083244800,57.33156022490505,25.38162207864728
66948129144672640,57.3474645697747,25.394533954224045
66948133442977408,57.348952641569596,25.391991133987204
66948163504339840,57.26400988018217,25.34015626526724
66948163504342784,57.26038166062157,25.342382642929405
66948167802546944,57.25217169302599,25.334024376578274
66948167803354624,57.26821280056757,25.334907400359803
66948232223823872,57.24441465450984,25.34553505319042
66948236522023424,57.250654834633835,25.34225979151507
66948266583578496,57.266517217320825,25.359080237251323
66948266583578624,57.25888739665457,25.358941960089115
66948300943310976,57.28618359011675,25.354461298305296
66948305239351680,57.27999667608381,25.36022034540136
66948335303062528,57.29103586328519,25.364375398733095
66948339601235200,57.29271576801944,25.373210607537683
66948408320711808,57.28292692110536,25.378531293400144
66948442680452992,57.24072515691267,25.353929537950297
66948442680453504,57.2332641465871,25.351778267141487
66948472742013568,57.25590154531542,25.362251406586097
66948472742016384,57.244100295577226,25.364993395353707
66948477038550144,57.247709580440144,25.368691229107913
66948511399928960,57.22901109085928,25.36936361697433
66948541461504768,57.249315263617326,25.37530083607512
66948541461515904,57.23646618543984,25.382685187760586
66948545755826176,57.24661854044579,25.37666088059123
66948545757318272,57.24557553247483,25.378098485685673
66948545759666176,57.23938565872269,25.381926291753906
66948575821250432,57.26123435444757,25.379529528139482
66948575827168384,57.25339308623194,25.373068744346185
66948610180994560,57.26621785318904,25.384148574163362
66948610181004032,57.27144389816464,25.390268569448367
66948644540750208,57.24613884987997,25.391496909581495
66948648835719296,57.25287173812486,25.38386081307114
66948683196462208,57.26559814752831,25.39495194016397
66948683198618368,57.25761660147417,25.396370819404602
66948683198618496,57.25678731690612,25.394424637996032
66948713260209024,57.30376606588048,25.383851368727044
66948717554510464,57.30356168137212,25.37457666599183
66948717556205312,57.303815286617066,25.383702534942984
66948747619961472,57.31803736152047,25.39167524392871
66948751918094080,57.30976052271314,25.389733391000103
66948751918094208,57.3128935621337,25.38712689041608
66948751918273536,57.320662361311754,25.388353951657898
66948850699192832,57.326463903767255,25.406210696162322
66948854997309056,57.31956684018886,25.393041596821654
66948854997485184,57.33219619783609,25.395279553419314
66948889357218688,57.3414539148844,25.410535556861426
66948889357219072,57.337673452151606,25.409344925590936
66948923715241344,57.31321229272183,25.401476535497455
66948923716785408,57.311193953471594,25.401263365427145
66948923716962688,57.31436288145758,25.402163909453705
66948988138126720,57.28449803904057,25.39102528815435
66948988138129152,57.28970178583907,25.392758980270568
66948992433083904,57.28897254331005,25.394876698366403
66949022497885568,57.29143065640285,25.407317565415077
66949026792150912,57.29975149605483,25.40782351588311
66949026796000384,57.29938427350743,25.408157985421408
66949056857626752,57.27231298416632,25.409203759064074
66949056857631744,57.26875271147577,25.413574908877195
66949056859474944,57.27820331942641,25.405873880460174
66949091217365376,57.27880046691453,25.41013790236648
66949091217375104,57.27892745957719,25.417777771413693
66949095515477376,57.273882935923986,25.418351013958702
66949159936869504,57.31540608133768,25.432569729683877
66949164234952832,57.321026978145355,25.425401341709964
66949194296602496,57.29664726843517,25.427075508613363
66949194296604544,57.2866764915608,25.428957006376077
66949198593058176,57.288683197258955,25.430531085858778
66949232954429440,57.31012832606947,25.432708798252566
66949263016007936,57.393906830321335,25.371801054570938
66949263016008064,57.395706211244224,25.37221059377573
66949263016009984,57.38995198980766,25.373884857655856
66949267314340992,57.39253084848201,25.38156904773837
66949297375771904,57.406136988037034,25.389624095177428
66949301674077312,57.40200978118266,25.385208279207596
66949301674077696,57.396985401576956,25.385380750030812
66949301674077952,57.4039363290057,25.38148504255581
66949301674332928,57.40439525761486,25.380995477174846
66949336033815808,57.382270245253515,25.395410105432042
66949336033816576,57.38020670589593,25.39374129211695
66949336034526080,57.38062732662358,25.3894409371326
66949400454995328,57.40564769992866,25.396425874871593
66949404753287168,57.41207476272309,25.401046008579495
66949434814743296,57.42678301777144,25.404054022475883
66949439111181056,57.42108240437566,25.402687703744743
66949439113024000,57.41500268003982,25.40604848809702
66949469174481280,57.41111736344851,25.4039341660667
66949469174482688,57.39586579388078,25.405013873616415
